areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,Scotland,S92000003,2021-11-05,2792,667658,2772,663198,20,4460
nation,Scotland,S92000003,2021-11-04,2820,664866,2798,660426,22,4440
nation,Scotland,S92000003,2021-11-03,3007,662046,2983,657628,24,4418
nation,Scotland,S92000003,2021-11-02,3068,659039,3043,654645,25,4394
nation,Scotland,S92000003,2021-11-01,3323,655971,3299,651602,24,4369
nation,Scotland,S92000003,2021-10-31,2087,652648,2071,648303,16,4345
nation,Scotland,S92000003,2021-10-30,2047,650561,2029,646232,18,4329
nation,Scotland,S92000003,2021-10-29,2566,648514,2547,644203,19,4311
nation,Scotland,S92000003,2021-10-28,2526,645948,2497,641656,29,4292
nation,Scotland,S92000003,2021-10-27,2685,643422,2651,639159,34,4263
nation,Scotland,S92000003,2021-10-26,2946,640737,2917,636508,29,4229
nation,Scotland,S92000003,2021-10-25,3318,637791,3296,633591,22,4200
nation,Scotland,S92000003,2021-10-24,2335,634473,2319,630295,16,4178
nation,Scotland,S92000003,2021-10-23,2154,632138,2132,627976,22,4162
nation,Scotland,S92000003,2021-10-22,2463,629984,2445,625844,18,4140
nation,Scotland,S92000003,2021-10-21,2555,627521,2536,623399,19,4122
nation,Scotland,S92000003,2021-10-20,2863,624966,2840,620863,23,4103
nation,Scotland,S92000003,2021-10-19,2781,622103,2764,618023,17,4080
nation,Scotland,S92000003,2021-10-18,2982,619322,2950,615259,32,4063
nation,Scotland,S92000003,2021-10-17,2316,616340,2299,612309,17,4031
nation,Scotland,S92000003,2021-10-16,2161,614024,2149,610010,12,4014
nation,Scotland,S92000003,2021-10-15,2584,611863,2568,607861,16,4002
nation,Scotland,S92000003,2021-10-14,2695,609279,2673,605293,22,3986
nation,Scotland,S92000003,2021-10-13,2659,606584,2631,602620,28,3964
nation,Scotland,S92000003,2021-10-12,2644,603925,2621,599989,23,3936
nation,Scotland,S92000003,2021-10-11,2838,601281,2813,597368,25,3913
nation,Scotland,S92000003,2021-10-10,1892,598443,1879,594555,13,3888
nation,Scotland,S92000003,2021-10-09,2147,596551,2129,592676,18,3875
nation,Scotland,S92000003,2021-10-08,2302,594404,2279,590547,23,3857
nation,Scotland,S92000003,2021-10-07,2614,592102,2593,588268,21,3834
nation,Scotland,S92000003,2021-10-06,2658,589488,2638,585675,20,3813
nation,Scotland,S92000003,2021-10-05,2851,586830,2831,583037,20,3793
nation,Scotland,S92000003,2021-10-04,2970,583979,2945,580206,25,3773
nation,Scotland,S92000003,2021-10-03,1994,581009,1979,577261,15,3748
nation,Scotland,S92000003,2021-10-02,1873,579015,1860,575282,13,3733
nation,Scotland,S92000003,2021-10-01,2048,577142,2040,573422,8,3720
nation,Scotland,S92000003,2021-09-30,2377,575094,2361,571382,16,3712
nation,Scotland,S92000003,2021-09-29,2609,572717,2586,569021,23,3696
nation,Scotland,S92000003,2021-09-28,3207,570108,3175,566435,32,3673
nation,Scotland,S92000003,2021-09-27,3135,566901,3112,563260,23,3641
nation,Scotland,S92000003,2021-09-26,2151,563766,2135,560148,16,3618
nation,Scotland,S92000003,2021-09-25,2140,561615,2124,558013,16,3602
nation,Scotland,S92000003,2021-09-24,2717,559475,2698,555889,19,3586
nation,Scotland,S92000003,2021-09-23,3121,556758,3096,553191,25,3567
nation,Scotland,S92000003,2021-09-22,3515,553637,3488,550095,27,3542
nation,Scotland,S92000003,2021-09-21,3804,550122,3780,546607,24,3515
nation,Scotland,S92000003,2021-09-20,4014,546318,3991,542827,23,3491
nation,Scotland,S92000003,2021-09-19,2800,542304,2781,538836,19,3468
nation,Scotland,S92000003,2021-09-18,2615,539504,2604,536055,11,3449
nation,Scotland,S92000003,2021-09-17,3378,536889,3353,533451,25,3438
nation,Scotland,S92000003,2021-09-16,3575,533511,3556,530098,19,3413
nation,Scotland,S92000003,2021-09-15,4079,529936,4050,526542,29,3394
nation,Scotland,S92000003,2021-09-14,4785,525857,4745,522492,40,3365
nation,Scotland,S92000003,2021-09-13,5096,521072,5053,517747,43,3325
nation,Scotland,S92000003,2021-09-12,3374,515976,3353,512694,21,3282
nation,Scotland,S92000003,2021-09-11,3630,512602,3616,509341,14,3261
nation,Scotland,S92000003,2021-09-10,4786,508972,4757,505725,29,3247
nation,Scotland,S92000003,2021-09-09,5561,504186,5516,500968,45,3218
nation,Scotland,S92000003,2021-09-08,6258,498625,6209,495452,49,3173
nation,Scotland,S92000003,2021-09-07,6727,492367,6658,489243,69,3124
nation,Scotland,S92000003,2021-09-06,7136,485640,7086,482585,50,3055
nation,Scotland,S92000003,2021-09-05,4939,478504,4900,475499,39,3005
nation,Scotland,S92000003,2021-09-04,5030,473565,4986,470599,44,2966
nation,Scotland,S92000003,2021-09-03,6180,468535,6130,465613,50,2922
nation,Scotland,S92000003,2021-09-02,7622,462355,7526,459483,96,2872
nation,Scotland,S92000003,2021-09-01,7565,454733,7491,451957,74,2776
nation,Scotland,S92000003,2021-08-31,7031,447168,6957,444466,74,2702
nation,Scotland,S92000003,2021-08-30,6590,440137,6519,437509,71,2628
nation,Scotland,S92000003,2021-08-29,4468,433547,4431,430990,37,2557
nation,Scotland,S92000003,2021-08-28,4781,429079,4736,426559,45,2520
nation,Scotland,S92000003,2021-08-27,6076,424298,6020,421823,56,2475
nation,Scotland,S92000003,2021-08-26,7291,418222,7223,415803,68,2419
nation,Scotland,S92000003,2021-08-25,6893,410931,6824,408580,69,2351
nation,Scotland,S92000003,2021-08-24,5656,404038,5597,401756,59,2282
nation,Scotland,S92000003,2021-08-23,5562,398382,5518,396159,44,2223
nation,Scotland,S92000003,2021-08-22,3671,392820,3646,390641,25,2179
nation,Scotland,S92000003,2021-08-21,3058,389149,3030,386995,28,2154
nation,Scotland,S92000003,2021-08-20,3454,386091,3421,383965,33,2126
nation,Scotland,S92000003,2021-08-19,3745,382637,3711,380544,34,2093
nation,Scotland,S92000003,2021-08-18,3740,378892,3704,376833,36,2059
nation,Scotland,S92000003,2021-08-17,3401,375152,3362,373129,39,2023
nation,Scotland,S92000003,2021-08-16,2764,371751,2746,369767,18,1984
nation,Scotland,S92000003,2021-08-15,1637,368987,1627,367021,10,1966
nation,Scotland,S92000003,2021-08-14,1488,367350,1472,365394,16,1956
nation,Scotland,S92000003,2021-08-13,1534,365862,1523,363922,11,1940
nation,Scotland,S92000003,2021-08-12,1405,364328,1391,362399,14,1929
nation,Scotland,S92000003,2021-08-11,1588,362923,1567,361008,21,1915
nation,Scotland,S92000003,2021-08-10,1534,361335,1518,359441,16,1894
nation,Scotland,S92000003,2021-08-09,1505,359801,1488,357923,17,1878
nation,Scotland,S92000003,2021-08-08,1053,358296,1042,356435,11,1861
nation,Scotland,S92000003,2021-08-07,947,357243,941,355393,6,1850
nation,Scotland,S92000003,2021-08-06,1266,356296,1256,354452,10,1844
nation,Scotland,S92000003,2021-08-05,1344,355030,1329,353196,15,1834
nation,Scotland,S92000003,2021-08-04,1307,353686,1294,351867,13,1819
nation,Scotland,S92000003,2021-08-03,1381,352379,1366,350573,15,1806
nation,Scotland,S92000003,2021-08-02,1331,350998,1322,349207,9,1791
nation,Scotland,S92000003,2021-08-01,878,349667,873,347885,5,1782
nation,Scotland,S92000003,2021-07-31,771,348789,769,347012,2,1777
nation,Scotland,S92000003,2021-07-30,1037,348018,1034,346243,3,1775
nation,Scotland,S92000003,2021-07-29,1183,346981,1171,345209,12,1772
nation,Scotland,S92000003,2021-07-28,1297,345798,1286,344038,11,1760
nation,Scotland,S92000003,2021-07-27,1370,344501,1353,342752,17,1749
nation,Scotland,S92000003,2021-07-26,1383,343131,1372,341399,11,1732
nation,Scotland,S92000003,2021-07-25,950,341748,942,340027,8,1721
nation,Scotland,S92000003,2021-07-24,958,340798,954,339085,4,1713
nation,Scotland,S92000003,2021-07-23,1285,339840,1277,338131,8,1709
nation,Scotland,S92000003,2021-07-22,1393,338555,1378,336854,15,1701
nation,Scotland,S92000003,2021-07-21,1582,337162,1573,335476,9,1686
nation,Scotland,S92000003,2021-07-20,1613,335580,1598,333903,15,1677
nation,Scotland,S92000003,2021-07-19,1921,333967,1908,332305,13,1662
nation,Scotland,S92000003,2021-07-18,1393,332046,1385,330397,8,1649
nation,Scotland,S92000003,2021-07-17,1406,330653,1400,329012,6,1641
nation,Scotland,S92000003,2021-07-16,1764,329247,1749,327612,15,1635
nation,Scotland,S92000003,2021-07-15,1976,327483,1963,325863,13,1620
nation,Scotland,S92000003,2021-07-14,2214,325507,2193,323900,21,1607
nation,Scotland,S92000003,2021-07-13,2459,323293,2445,321707,14,1586
nation,Scotland,S92000003,2021-07-12,2595,320834,2577,319262,18,1572
nation,Scotland,S92000003,2021-07-11,1894,318239,1881,316685,13,1554
nation,Scotland,S92000003,2021-07-10,1824,316345,1812,314804,12,1541
nation,Scotland,S92000003,2021-07-09,2398,314521,2382,312992,16,1529
nation,Scotland,S92000003,2021-07-08,2749,312123,2729,310610,20,1513
nation,Scotland,S92000003,2021-07-07,2921,309374,2896,307881,25,1493
nation,Scotland,S92000003,2021-07-06,3106,306453,3090,304985,16,1468
nation,Scotland,S92000003,2021-07-05,3410,303347,3379,301895,31,1452
nation,Scotland,S92000003,2021-07-04,2426,299937,2407,298516,19,1421
nation,Scotland,S92000003,2021-07-03,2526,297511,2509,296109,17,1402
nation,Scotland,S92000003,2021-07-02,3098,294985,3079,293600,19,1385
nation,Scotland,S92000003,2021-07-01,3463,291887,3429,290521,34,1366
nation,Scotland,S92000003,2021-06-30,3948,288424,3907,287092,41,1332
nation,Scotland,S92000003,2021-06-29,3903,284476,3873,283185,30,1291
nation,Scotland,S92000003,2021-06-28,3951,280573,3922,279312,29,1261
nation,Scotland,S92000003,2021-06-27,2524,276622,2511,275390,13,1232
nation,Scotland,S92000003,2021-06-26,2316,274098,2292,272879,24,1219
nation,Scotland,S92000003,2021-06-25,2640,271782,2619,270587,21,1195
nation,Scotland,S92000003,2021-06-24,2976,269142,2947,267968,29,1174
nation,Scotland,S92000003,2021-06-23,2932,266166,2891,265021,41,1145
nation,Scotland,S92000003,2021-06-22,3288,263234,3243,262130,45,1104
nation,Scotland,S92000003,2021-06-21,3061,259946,3019,258887,42,1059
nation,Scotland,S92000003,2021-06-20,1565,256885,1548,255868,17,1017
nation,Scotland,S92000003,2021-06-19,1005,255320,997,254320,8,1000
nation,Scotland,S92000003,2021-06-18,1239,254315,1231,253323,8,992
nation,Scotland,S92000003,2021-06-17,1176,253076,1164,252092,12,984
nation,Scotland,S92000003,2021-06-16,1279,251900,1265,250928,14,972
nation,Scotland,S92000003,2021-06-15,1288,250621,1279,249663,9,958
nation,Scotland,S92000003,2021-06-14,1142,249333,1130,248384,12,949
nation,Scotland,S92000003,2021-06-13,862,248191,855,247254,7,937
nation,Scotland,S92000003,2021-06-12,715,247329,706,246399,9,930
nation,Scotland,S92000003,2021-06-11,877,246614,865,245693,12,921
nation,Scotland,S92000003,2021-06-10,1054,245737,1040,244828,14,909
nation,Scotland,S92000003,2021-06-09,1065,244683,1056,243788,9,895
nation,Scotland,S92000003,2021-06-08,1042,243618,1026,242732,16,886
nation,Scotland,S92000003,2021-06-07,962,242576,953,241706,9,870
nation,Scotland,S92000003,2021-06-06,686,241614,677,240753,9,861
nation,Scotland,S92000003,2021-06-05,615,240928,606,240076,9,852
nation,Scotland,S92000003,2021-06-04,833,240313,822,239470,11,843
nation,Scotland,S92000003,2021-06-03,957,239480,949,238648,8,832
nation,Scotland,S92000003,2021-06-02,964,238523,959,237699,5,824
