tl	ntaxa	import_est	import_est_date
BA117_679	1	2022.00272192563	2022-01-01
BA117_680	1	2021.98756907617	2021-12-27
BA117_681	1	2021.95421903011	2021-12-15
BA117_682	1	2022.01275954087	2022-01-05
BA117_683	1	2022.0153292933	2022-01-06
BA117_684	1	2022.02762755124	2022-01-11
BA117_685	1	2022.02529539749	2022-01-10
BA117_686	1	2022.02614510032	2022-01-10
BA117_687	2	2022.05568668088	2022-01-21
BA117_688	1	2022.04209237096	2022-01-16
BA117_689	1	2022.01420112449	2022-01-06
BA117_690	1	2022.02385148552	2022-01-09
BA117_691	1	2022.0175451567	2022-01-07
BA117_692	2	2022.00300974687	2022-01-02
BA117_693	1	2022.01352227428	2022-01-05
BA117_694	1	2022.05351755746	2022-01-20
BA117_695	1	2022.0061307805	2022-01-03
BA117_696	1	2021.89905847192	2021-11-25
BA117_697	1	2021.9708687337	2021-12-21
BA117_698	1	2021.96041874616	2021-12-17
BA117_699	1	2022.01544089992	2022-01-06
BA117_700	1	2022.01198585924	2022-01-05
BA117_701	1	2022.00450956814	2022-01-02
BA117_702	2	2021.99578988851	2021-12-30
BA117_703	1	2022.00962890089	2022-01-04
BA117_704	2	2021.96886979033	2021-12-20
BA117_705	1	2022.02979572488	2022-01-11
BA117_706	1	2022.02465301669	2022-01-09
BA117_707	1	2021.95877029446	2021-12-16
BA117_708	1	2022.03878988645	2022-01-15
BA117_709	1	2021.9568967161	2021-12-16
BA117_710	3	2021.96763179886	2021-12-20
BA117_711	2	2022.01190980318	2022-01-05
BA117_712	1	2021.97125551423	2021-12-21
BA117_714	2	2021.97963811094	2021-12-24
BA117_715	2	2021.97222958944	2021-12-21
BA117_716	3	2021.98349543972	2021-12-25
BA117_717	1	2022.01732529801	2022-01-07
BA117_718	1	2021.99943912415	2021-12-31
BA117_719	5	2021.96664264498	2021-12-19
BA117_720	1	2022.01022778802	2022-01-04
BA117_721	1	2022.05207167748	2022-01-20
BA117_722	1	2022.04833639091	2022-01-18
BA117_723	1	2022.01092804816	2022-01-04
BA117_724	12	2021.93643231712	2021-12-08
BA117_725	1	2022.02463415977	2022-01-09
BA117_726	1	2021.96067948282	2021-12-17
BA117_727	1	2022.01239496892	2022-01-05
BA117_728	1	2021.95683684472	2021-12-16
BA117_729	1	2022.01647198769	2022-01-07
BA117_730	2	2021.92758001236	2021-12-05
BA117_731	5	2021.92138931645	2021-12-03
BA117_732	2	2021.94488734375	2021-12-11
BA117_733	1	2022.0011427282	2022-01-01
BA117_734	1	2021.95383696794	2021-12-15
BA117_735	2	2021.95177614978	2021-12-14
BA117_736	14	2021.93197068474	2021-12-07
BA117_737	1	2022.02571902582	2022-01-10
BA117_738	1	2021.8970292681	2021-11-24
BA11_0	1	2022.0412932686	2022-01-16
BA11_1	1	2022.04070342551	2022-01-15
BA11_2	1	2022.04025572819	2022-01-15
BA11_3	1	2022.01995384561	2022-01-08
BA11_4	1	2021.98766644361	2021-12-27
BA11_5	3	2021.99919052175	2021-12-31
BA11_6	1	2022.04434251804	2022-01-17
BA11_7	1	2022.01960880111	2022-01-08
BA11_8	1	2022.00697906514	2022-01-03
BA11_9	2	2022.02452200041	2022-01-09
BA11_10	1	2022.01770817435	2022-01-07
BA11_11	1	2022.04566317052	2022-01-17
BA11_12	1	2022.01410537808	2022-01-06
BA11_13	1	2022.03007778797	2022-01-11
BA11_14	1	2022.04492765484	2022-01-17
BA11_15	1	2022.02206110735	2022-01-09
BA11_16	1	2022.05198637754	2022-01-19
BA11_17	1	2022.00452445933	2022-01-02
BA11_18	1	2022.02393119756	2022-01-09
BA11_19	1	2022.04401132359	2022-01-17
BA11_20	1	2022.00032533771	2022-01-01
BA11_21	1	2022.04644581641	2022-01-17
BA11_22	1	2022.03264970363	2022-01-12
BA11_23	1	2021.98319358994	2021-12-25
BA11_24	1	2022.0145692967	2022-01-06
BA11_25	1	2022.01553549341	2022-01-06
BA11_26	1	2022.00797645588	2022-01-03
BA11_27	1	2021.99955946863	2021-12-31
BA11_28	1	2022.03532587324	2022-01-13
BA11_29	1	2021.96694686964	2021-12-19
BA11_30	2	2022.04065289004	2022-01-15
BA11_31	1	2022.04882911413	2022-01-18
BA11_32	1	2021.99500849241	2021-12-30
BA11_33	1	2022.05482039651	2022-01-21
BA11_34	1	2022.06677544702	2022-01-25
BA11_35	1	2022.04434522891	2022-01-17
BA11_36	1	2022.07036588429	2022-01-26
BA11_37	1	2022.05884212259	2022-01-22
BA11_38	1	2022.04279756335	2022-01-16
BA11_39	1	2022.04770346945	2022-01-18
BA11_40	1	2021.99202435647	2021-12-29
BA11_41	1	2022.0033716066	2022-01-02
BA11_42	3	2022.0138764713	2022-01-06
BA11_43	1	2022.06907780182	2022-01-26
BA11_44	1	2022.03957547471	2022-01-15
BA11_45	1	2022.0456475246	2022-01-17
BA11_46	1	2022.06764345997	2022-01-25
BA11_47	1	2022.01436704734	2022-01-06
BA11_48	1	2022.02513543377	2022-01-10
BA11_49	1	2022.03299537551	2022-01-13
BA11_50	1	2021.99628712465	2021-12-30
BA11_51	1	2022.03248248927	2022-01-12
BA11_52	1	2021.99218347104	2021-12-29
BA11_53	2	2022.00050135502	2022-01-01
BA11_54	1	2021.98589577729	2021-12-26
BA11_55	1	2022.00689636773	2022-01-03
BA11_56	1	2021.95277913141	2021-12-14
BA11_57	1	2022.04885711152	2022-01-18
BA11_58	1	2022.02461936482	2022-01-09
BA11_59	1	2022.04779622722	2022-01-18
BA11_60	1	2022.02226260368	2022-01-09
BA11_61	1	2022.02056747518	2022-01-08
BA11_62	2	2021.99883299583	2021-12-31
BA11_63	1	2022.081388201	2022-01-30
BA11_64	1	2022.05132748433	2022-01-19
BA11_65	1	2022.05158218366	2022-01-19
BA11_66	1	2022.05015707827	2022-01-19
BA11_67	1	2022.03119840347	2022-01-12
BA11_68	1	2022.02817238674	2022-01-11
BA11_69	1	2022.05392948935	2022-01-20
BA11_70	1	2022.02941554752	2022-01-11
BA11_71	1	2022.01384474146	2022-01-06
BA11_72	1	2021.99143174762	2021-12-28
BA11_73	1	2022.04695496951	2022-01-18
BA11_74	1	2022.01606791507	2022-01-06
BA11_75	1	2022.05002857246	2022-01-19
BA11_76	1	2022.0237845878	2022-01-09
BA11_77	1	2022.01361031485	2022-01-05
BA11_78	1	2022.05020998248	2022-01-19
BA11_79	2	2022.01662977382	2022-01-07
BA11_80	1	2022.0222473288	2022-01-09
BA11_81	1	2022.01471094071	2022-01-06
BA11_82	1	2022.02496737598	2022-01-10
BA11_83	1	2021.99490288537	2021-12-30
BA11_84	1	2022.02790510874	2022-01-11
BA11_85	1	2021.99947272501	2021-12-31
BA11_86	1	2022.03414454692	2022-01-13
BA11_87	1	2022.03217342224	2022-01-12
BA11_88	1	2022.0637790312	2022-01-24
BA11_89	1	2022.0360685638	2022-01-14
BA11_90	1	2022.0228609053	2022-01-09
BA11_91	1	2022.04986228836	2022-01-19
BA11_92	1	2022.05204805545	2022-01-19
BA11_93	1	2022.04346315986	2022-01-16
BA11_94	1	2022.03321757401	2022-01-13
BA11_95	1	2022.02219272852	2022-01-09
BA11_96	1	2022.0314346164	2022-01-12
BA11_97	1	2022.07143709684	2022-01-27
BA11_98	1	2022.02720750742	2022-01-10
BA11_99	4	2021.98378174186	2021-12-26
BA11_100	15	2021.95544953889	2021-12-15
BA11_101	1	2022.00178285122	2022-01-01
BA11_103	1	2022.004207653	2022-01-02
BA11_104	1	2022.02034713935	2022-01-08
BA11_105	1	2022.0057395089	2022-01-03
BA11_106	1	2022.00950320905	2022-01-04
BA11_107	1	2022.05272033564	2022-01-20
BA11_108	1	2021.98479223789	2021-12-26
BA11_109	1	2021.99953868218	2021-12-31
BA11_110	1	2022.0494492454	2022-01-19
BA11_111	1	2021.97142872241	2021-12-21
BA11_112	1	2022.02348756295	2022-01-09
BA11_113	1	2022.01644053313	2022-01-07
BA11_114	1	2021.9906396338	2021-12-28
BA11_115	1	2022.02090302683	2022-01-08
BA11_116	2	2021.97702144575	2021-12-23
BA11_117	1	2022.02106089313	2022-01-08
BA11_118	1	2022.02893535037	2022-01-11
BA11_119	2	2022.0136523981	2022-01-05
BA11_120	1	2022.04903295291	2022-01-18
BA11_121	1	2022.04922165187	2022-01-18
BA11_122	1	2022.02696712033	2022-01-10
BA11_123	5	2021.97673718181	2021-12-23
BA11_124	1	2021.99350134509	2021-12-29
BA11_125	1	2021.99387493593	2021-12-29
BA11_126	1	2022.02770762025	2022-01-11
BA11_127	1	2022.0115909249	2022-01-05
BA11_128	1	2022.04263968486	2022-01-16
BA11_129	1	2021.99579901574	2021-12-30
BA11_130	1	2022.01191064277	2022-01-05
BA11_131	1	2022.03481311036	2022-01-13
BA11_132	5	2021.99989023138	2021-12-31
BA11_133	1	2022.016087306	2022-01-06
BA11_134	1	2022.02800675778	2022-01-11
BA11_135	1	2022.02904021887	2022-01-11
BA11_136	1	2022.05652351396	2022-01-21
BA11_137	1	2022.06390147811	2022-01-24
BA11_138	1	2022.046899634	2022-01-18
BA11_139	1	2022.0217017334	2022-01-08
BA11_140	1	2022.04749011816	2022-01-18
BA11_141	1	2022.01731710566	2022-01-07
BA11_142	1	2022.01485189758	2022-01-06
BA11_143	1	2022.01201158891	2022-01-05
BA11_144	1	2021.99240107216	2021-12-29
BA11_145	2	2021.98453820356	2021-12-26
BA11_146	1	2022.02058926949	2022-01-08
BA11_147	1	2022.02875209412	2022-01-11
BA11_148	1	2022.05675832569	2022-01-21
BA11_149	2	2022.01105740815	2022-01-05
BA11_150	1	2022.0089323202	2022-01-04
BA11_151	2	2022.03010443416	2022-01-11
BA11_152	1	2022.04913773647	2022-01-18
BA11_153	1	2022.0110342542	2022-01-05
BA11_154	2	2022.01509250661	2022-01-06
BA11_155	2	2022.00703328434	2022-01-03
BA11_156	1	2022.02590428745	2022-01-10
BA11_157	1	2021.99381972564	2021-12-29
BA11_158	1	2022.05262192557	2022-01-20
BA11_159	1	2022.04916150426	2022-01-18
BA11_160	2	2022.02871477664	2022-01-11
BA11_161	1	2022.03388201792	2022-01-13
BA11_162	2	2022.0287527772	2022-01-11
BA11_163	1	2022.00400533166	2022-01-02
BA11_164	1	2022.01878085148	2022-01-07
BA11_165	2	2022.01818884118	2022-01-07
BA11_166	1	2022.04596711617	2022-01-17
BA11_167	1	2022.02531186283	2022-01-10
BA11_168	2	2022.00287498243	2022-01-02
BA11_169	1	2022.01804244769	2022-01-07
BA11_170	1	2022.02735962679	2022-01-10
BA11_171	1	2022.05207610898	2022-01-20
BA11_172	1	2022.03504209643	2022-01-13
BA11_173	35	2021.94789656854	2021-12-12
BA11_174	1	2022.02554446212	2022-01-10
BA11_175	2	2022.00262954893	2022-01-01
BA11_176	1	2022.01524865845	2022-01-06
BA11_177	1	2022.03243957478	2022-01-12
BA11_178	1	2022.06781806735	2022-01-25
BA11_179	2	2021.99411120416	2021-12-29
BA11_180	1	2022.0121805088	2022-01-05
BA11_181	1	2022.03985121485	2022-01-15
BA11_182	1	2022.03524010734	2022-01-13
BA11_183	1	2022.00225444587	2022-01-01
BA11_184	1	2022.0337080328	2022-01-13
BA11_185	1	2022.03135531584	2022-01-12
BA11_186	1	2022.03025499112	2022-01-12
BA11_187	1	2022.02072409641	2022-01-08
BA11_188	2	2022.00430019349	2022-01-02
BA11_189	1	2022.03544187856	2022-01-13
BA11_190	1	2022.01907528134	2022-01-07
BA11_191	1	2022.02775154581	2022-01-11
BA11_192	1	2022.0352947696	2022-01-13
BA11_193	1	2021.99642989594	2021-12-30
BA11_194	1	2022.02725626285	2022-01-10
BA11_195	1	2022.00241204658	2022-01-01
BA11_196	1	2022.03104586251	2022-01-12
BA11_197	1	2022.06035283233	2022-01-23
BA11_198	1	2022.01751580998	2022-01-07
BA11_199	1	2022.04388995157	2022-01-17
BA11_200	2	2021.96422956247	2021-12-18
BA11_201	2	2021.9694666373	2021-12-20
BA11_202	1	2022.05663723258	2022-01-21
BA11_203	2	2022.04032180437	2022-01-15
BA11_204	1	2022.04590937817	2022-01-17
BA11_205	1	2022.01033764327	2022-01-04
BA11_206	1	2022.02782279295	2022-01-11
BA11_207	1	2022.03171885867	2022-01-12
BA11_208	1	2022.0071056999	2022-01-03
BA11_209	3	2021.99893770901	2021-12-31
BA11_210	2	2021.96346034651	2021-12-18
BA11_211	1	2022.03290693	2022-01-13
BA11_212	1	2022.02685117897	2022-01-10
BA11_213	1	2021.99234496786	2021-12-29
BA11_214	1	2022.04446220065	2022-01-17
BA11_215	1	2022.05050173918	2022-01-19
BA11_216	1	2022.03333828432	2022-01-13
BA11_217	1	2022.00727051816	2022-01-03
BA11_218	1	2022.01068891737	2022-01-04
BA11_219	1	2022.04428530576	2022-01-17
BA11_220	1	2022.03629409566	2022-01-14
BA11_221	1	2022.01730822381	2022-01-07
BA11_222	1	2022.03368618858	2022-01-13
BA11_223	1	2022.03052770253	2022-01-12
BA11_224	1	2022.04325217464	2022-01-16
BA11_225	1	2022.05319116981	2022-01-20
BA11_226	2	2022.00962975542	2022-01-04
BA11_227	1	2022.01777081296	2022-01-07
BA11_228	1	2022.05775165193	2022-01-22
BA11_229	5	2022.0232707443	2022-01-09
BA11_230	1	2022.05715832013	2022-01-21
BA11_231	1	2022.02981797515	2022-01-11
BA11_232	2	2022.02354371607	2022-01-09
BA11_233	1	2022.02350957368	2022-01-09
BA11_234	1	2022.04198129229	2022-01-16
BA11_235	1	2022.00772450503	2022-01-03
BA11_236	1	2022.0121718522	2022-01-05
BA11_237	1	2022.0150732642	2022-01-06
BA11_238	1	2022.02838168519	2022-01-11
BA11_239	2	2022.04241873739	2022-01-16
BA11_240	1	2022.0227507945	2022-01-09
BA11_241	1	2022.06404238006	2022-01-24
BA11_242	1	2022.01753284064	2022-01-07
BA11_243	1	2022.01505796568	2022-01-06
BA11_244	2	2022.00340604929	2022-01-02
BA11_245	3	2021.96945285444	2021-12-20
BA11_246	1	2022.03261927574	2022-01-12
BA11_247	1	2022.02383340143	2022-01-09
BA11_248	6	2021.97412394006	2021-12-22
BA11_249	1	2022.05576672013	2022-01-21
BA11_250	2	2022.03195667148	2022-01-12
BA11_251	1	2022.04888269508	2022-01-18
BA11_252	2	2022.02720457409	2022-01-10
BA11_253	1	2022.02731587063	2022-01-10
BA11_254	1	2022.00562928183	2022-01-03
BA11_255	3	2021.99021372555	2021-12-28
BA11_256	1	2022.03592057465	2022-01-14
BA11_257	1	2021.97956849417	2021-12-24
BA11_258	1	2022.02999409215	2022-01-11
BA11_259	1	2022.0445995589	2022-01-17
BA11_260	1	2022.02462992636	2022-01-09
BA11_261	1	2022.03595629016	2022-01-14
BA11_262	1	2022.01470529185	2022-01-06
BA11_263	1	2022.05830561768	2022-01-22
BA11_264	1	2022.04698721236	2022-01-18
BA11_265	1	2022.01003965396	2022-01-04
BA11_266	1	2022.01129093127	2022-01-05
BA11_267	1	2021.97573713787	2021-12-23
BA11_268	1	2022.0128815192	2022-01-05
BA11_269	1	2022.03941493163	2022-01-15
BA11_270	1	2022.05082790672	2022-01-19
BA11_271	1	2022.03614721256	2022-01-14
BA11_272	2	2021.98621669764	2021-12-26
BA11_273	1	2022.04177729212	2022-01-16
BA11_274	1	2022.04406705786	2022-01-17
BA11_275	1	2022.0531078399	2022-01-20
BA11_276	1	2022.00289859795	2022-01-02
BA11_277	3	2021.97179925131	2021-12-21
BA11_278	1	2022.0072505782	2022-01-03
BA11_279	1	2022.01283741594	2022-01-05
BA11_280	1	2022.0443036146	2022-01-17
BA11_281	1	2022.02835413247	2022-01-11
BA11_282	1	2022.01746812948	2022-01-07
BA11_283	1	2022.02750572879	2022-01-11
BA11_284	4	2021.99796060063	2021-12-31
BA11_285	1	2022.02818616792	2022-01-11
BA11_286	1	2022.00132529089	2022-01-01
BA11_287	1	2022.04912564275	2022-01-18
BA11_288	1	2022.04977252901	2022-01-19
BA11_289	2	2022.00342521594	2022-01-02
BA11_290	1	2021.99410983979	2021-12-29
BA11_291	1	2022.03903015953	2022-01-15
BA11_292	1	2022.026736144	2022-01-10
BA11_293	1	2022.00898734446	2022-01-04
BA11_294	1	2022.06479810456	2022-01-24
BA11_295	1	2021.99444160484	2021-12-29
BA11_296	1	2022.00628137197	2022-01-03
BA11_297	1	2022.03627413555	2022-01-14
BA11_298	3	2022.00813850145	2022-01-03
BA11_299	1	2022.02020446844	2022-01-08
BA11_300	1	2022.04491025066	2022-01-17
BA11_301	2	2021.98400608232	2021-12-26
BA11_302	1	2022.0104557401	2022-01-04
BA11_303	1	2022.02441101712	2022-01-09
BA11_304	1	2022.01223489773	2022-01-05
BA11_305	1	2022.02700706612	2022-01-10
BA11_306	1	2021.97333113249	2021-12-22
BA11_307	1	2022.05239247558	2022-01-20
BA11_308	1	2022.04801086762	2022-01-18
BA11_309	1	2022.06092004446	2022-01-23
BA11_310	2	2022.04656100675	2022-01-17
BA11_311	2	2021.99931307199	2021-12-31
BA11_312	1	2022.02610720211	2022-01-10
BA11_313	1	2022.0181053531	2022-01-07
BA11_314	1	2022.03015328112	2022-01-12
BA11_315	1	2022.01370085231	2022-01-06
BA11_316	1	2021.99465453944	2021-12-30
BA11_317	1	2022.03923188294	2022-01-15
BA11_318	1	2022.02872454594	2022-01-11
BA11_319	1	2022.03904377536	2022-01-15
BA11_320	4	2021.96803064008	2021-12-20
BA11_321	1	2022.06424817632	2022-01-24
BA11_322	1	2022.02848468794	2022-01-11
BA11_323	2	2022.02891354437	2022-01-11
BA11_324	1	2022.03713852837	2022-01-14
BA11_325	1	2022.03595162355	2022-01-14
BA11_326	1	2021.95206528222	2021-12-14
BA11_327	1	2022.01665040188	2022-01-07
BA11_328	1	2022.05395364546	2022-01-20
BA11_329	3	2022.01607294959	2022-01-06
BA11_330	1	2022.01762300125	2022-01-07
BA11_331	1	2022.04300337909	2022-01-16
BA11_332	1	2022.04716994283	2022-01-18
BA11_333	1	2022.05949941582	2022-01-22
BA11_334	1	2022.01471935575	2022-01-06
BA11_335	1	2022.02286979487	2022-01-09
BA11_336	1	2021.95818769942	2021-12-16
BA11_337	2	2022.02788467319	2022-01-11
BA11_338	1	2022.03969876376	2022-01-15
BA11_339	2	2022.01729252762	2022-01-07
BA11_340	1	2022.0477487989	2022-01-18
BA11_341	1	2022.02656754646	2022-01-10
BA11_342	1	2022.02644628845	2022-01-10
BA11_343	1	2022.04377835107	2022-01-16
BA11_344	1	2022.02171013239	2022-01-08
BA11_345	1	2022.00068720608	2022-01-01
BA11_346	1	2022.03770405804	2022-01-14
BA11_347	1	2022.00029647061	2022-01-01
BA11_348	1	2022.04075352814	2022-01-15
BA11_349	1	2022.03022066845	2022-01-12
BA11_350	1	2021.99586240731	2021-12-30
BA11_351	2	2022.01950289776	2022-01-08
BA11_352	2	2021.94558716345	2021-12-12
BA11_353	1	2021.95770490447	2021-12-16
BA11_354	1	2022.03415274767	2022-01-13
BA11_355	1	2022.05543347253	2022-01-21
BA11_356	1	2022.03483275522	2022-01-13
BA11_357	1	2022.01151836041	2022-01-05
BA11_358	1	2022.02361522375	2022-01-09
BA11_359	1	2022.05986251702	2022-01-22
BA11_360	13	2021.95283657762	2021-12-14
BA11_361	1	2022.0051151929	2022-01-02
BA11_362	1	2022.04189264186	2022-01-16
BA11_363	1	2022.02920649922	2022-01-11
BA11_364	1	2022.02645825463	2022-01-10
BA11_365	1	2022.03138468448	2022-01-12
BA11_366	2	2022.01223767245	2022-01-05
BA11_367	1	2022.04481588152	2022-01-17
BA11_368	1	2022.04641575097	2022-01-17
BA11_369	1	2022.05489385806	2022-01-21
BA11_370	1	2022.02827284728	2022-01-11
BA11_371	1	2022.02794075904	2022-01-11
BA11_372	1	2022.02891906991	2022-01-11
BA11_373	1	2022.01291569327	2022-01-05
BA11_374	3	2022.03782239233	2022-01-14
BA11_375	1	2022.01777365912	2022-01-07
BA11_376	1	2022.02438326479	2022-01-09
BA11_377	1	2022.04468467741	2022-01-17
BA11_378	4	2021.98751372303	2021-12-27
BA11_379	1	2022.00219903363	2022-01-01
BA11_380	1	2022.01436151726	2022-01-06
BA11_381	2	2021.99195133693	2021-12-29
BA11_382	1	2022.04046057243	2022-01-15
BA11_383	1	2022.020340675	2022-01-08
BA11_384	1	2022.05334453692	2022-01-20
BA11_385	1	2022.04704659254	2022-01-18
BA11_386	2	2022.01858952568	2022-01-07
BA11_387	1	2022.03739323808	2022-01-14
BA11_388	1	2022.02608716112	2022-01-10
BA11_389	2	2022.03823563258	2022-01-14
BA11_390	1	2022.02997756408	2022-01-11
BA11_391	1	2022.06148415512	2022-01-23
BA11_392	1	2022.02285153314	2022-01-09
BA11_393	2	2022.03599296189	2022-01-14
BA11_394	6	2021.97373942326	2021-12-22
BA11_395	1	2022.03993410271	2022-01-15
BA11_396	4	2022.02117974993	2022-01-08
BA11_397	1	2022.01135478221	2022-01-05
BA11_398	2	2022.0071879591	2022-01-03
BA11_399	2	2021.99853423831	2021-12-31
BA11_400	1	2022.01900536666	2022-01-07
BA11_401	1	2022.02144071973	2022-01-08
BA11_402	1	2022.05259872335	2022-01-20
BA11_403	1	2022.02732570658	2022-01-10
BA11_404	1	2022.03067580665	2022-01-12
BA11_405	2	2022.01733423522	2022-01-07
BA11_406	1	2022.02421039668	2022-01-09
BA11_407	1	2021.95253590961	2021-12-14
BA11_408	1	2022.0270377375	2022-01-10
BA11_409	1	2022.02516975977	2022-01-10
BA11_410	2	2022.03734935921	2022-01-14
BA11_411	12	2021.99215546119	2021-12-29
BA11_412	1	2022.01704433622	2022-01-07
BA11_413	1	2022.01578146273	2022-01-06
BA11_414	1	2022.03679798492	2022-01-14
BA11_415	2	2022.02683953024	2022-01-10
BA11_416	1	2022.02398720874	2022-01-09
BA11_417	2	2022.03546365211	2022-01-13
BA11_418	1	2022.01808458178	2022-01-07
BA11_419	1	2022.02073550362	2022-01-08
BA11_420	2	2021.98451239511	2021-12-26
BA11_421	1	2022.01784249264	2022-01-07
BA11_422	1	2022.00326601823	2022-01-02
BA11_423	1	2022.0367299257	2022-01-14
BA11_424	1	2022.03151230913	2022-01-12
BA11_425	1	2022.02221531444	2022-01-09
BA11_426	1	2022.04214767229	2022-01-16
BA11_427	1	2022.03064074159	2022-01-12
BA11_428	2	2022.00941398252	2022-01-04
BA11_429	1	2021.99419820347	2021-12-29
BA11_430	1	2022.01286929227	2022-01-05
BA11_431	1	2022.00690859625	2022-01-03
BA11_432	1	2022.01613675114	2022-01-06
BA11_433	1	2022.02450772576	2022-01-09
BA11_434	1	2022.05336959962	2022-01-20
BA11_435	1	2022.03085369496	2022-01-12
BA11_436	1	2021.9665168574	2021-12-19
BA11_437	2	2022.05673215002	2022-01-21
BA11_438	1	2022.07027729014	2022-01-26
BA11_439	1	2022.01037907599	2022-01-04
BA11_440	1	2022.01900933682	2022-01-07
BA11_441	1	2021.99427206973	2021-12-29
BA11_442	1	2022.02990146211	2022-01-11
BA11_443	1	2022.00750251563	2022-01-03
BA11_444	1	2022.04847630498	2022-01-18
BA11_445	1	2022.06290055145	2022-01-23
BA11_446	1	2022.03875919869	2022-01-15
BA11_447	1	2022.03430425367	2022-01-13
BA11_448	1	2022.0070739153	2022-01-03
BA11_449	1	2022.04229973314	2022-01-16
BA11_450	1	2021.96536801527	2021-12-19
BA11_451	1	2022.03534923001	2022-01-13
BA11_452	1	2022.05463198485	2022-01-20
BA11_453	1	2021.94817801312	2021-12-13
BA11_454	1	2022.00355911141	2022-01-02
BA11_455	1	2021.98845776267	2021-12-27
BA11_456	1	2022.04071429716	2022-01-15
BA11_457	1	2022.00588730828	2022-01-03
BA11_458	2	2021.9806583637	2021-12-24
BA11_459	1	2022.01202930621	2022-01-05
BA11_460	1	2021.99679800732	2021-12-30
BA11_461	1	2022.0415474807	2022-01-16
BA11_462	1	2022.01804960203	2022-01-07
BA11_463	1	2022.01451357544	2022-01-06
BA11_464	1	2022.01349988833	2022-01-05
BA11_465	1	2021.98855187414	2021-12-27
BA11_466	2	2022.02496637095	2022-01-10
BA11_467	1	2022.05381259982	2022-01-20
BA11_468	1	2022.03750427362	2022-01-14
BA11_469	2	2022.01901263923	2022-01-07
BA11_470	1	2022.06862749695	2022-01-26
BA11_471	1	2022.01372009456	2022-01-06
BA11_472	4	2022.00828222544	2022-01-04
BA11_473	1	2022.00468562126	2022-01-02
BA11_474	4	2021.98592524794	2021-12-26
BA11_476	1	2022.03400184618	2022-01-13
BA11_477	1	2022.03936082173	2022-01-15
BA11_478	1	2022.04381828104	2022-01-16
BA11_479	1	2022.01561848302	2022-01-06
BA11_480	1	2022.02440697097	2022-01-09
BA11_481	1	2022.02891023168	2022-01-11
BA11_482	1	2022.04591976848	2022-01-17
BA11_483	1	2022.03639141119	2022-01-14
BA11_484	1	2022.04468337139	2022-01-17
BA11_485	1	2022.0121691125	2022-01-05
BA11_486	1	2022.02472670097	2022-01-10
BA11_487	1	2022.04272094704	2022-01-16
BA11_488	3	2022.00310851846	2022-01-02
BA11_489	1	2022.01776828764	2022-01-07
BA11_490	3	2021.98681876054	2021-12-27
BA11_491	1	2022.02576354153	2022-01-10
BA11_492	1	2021.99000913699	2021-12-28
BA11_493	3	2021.995934478	2021-12-30
BA11_494	1	2022.01918397471	2022-01-08
BA11_495	1	2022.0285973894	2022-01-11
BA11_496	1	2022.01913726454	2022-01-07
BA11_497	1	2022.03713210791	2022-01-14
BA11_498	3	2021.98259299836	2021-12-25
BA11_499	1	2022.0123217193	2022-01-05
BA11_500	1	2022.03409262059	2022-01-13
BA11_501	1	2022.00164018522	2022-01-01
BA11_502	1	2022.00994986336	2022-01-04
BA11_503	1	2022.02510042396	2022-01-10
BA11_504	2	2022.01293338141	2022-01-05
BA11_505	1	2022.06696270233	2022-01-25
BA11_506	1	2022.03688995829	2022-01-14
BA11_507	1	2022.03178656151	2022-01-12
BA11_508	1	2022.02870324313	2022-01-11
BA11_509	1	2022.02135835881	2022-01-08
BA11_510	2	2022.01078657997	2022-01-04
BA11_511	2	2022.04622669946	2022-01-17
BA11_512	1	2022.0088561513	2022-01-04
BA11_513	1	2022.00470748439	2022-01-02
BA11_514	2	2022.03632888749	2022-01-14
BA11_515	1	2022.04657771603	2022-01-18
BA11_516	1	2022.05086787419	2022-01-19
BA11_517	1	2022.05319029904	2022-01-20
BA11_518	1	2022.02372888597	2022-01-09
BA11_519	3	2022.01132392323	2022-01-05
BA11_520	1	2022.02533429506	2022-01-10
BA11_521	1	2022.02386423872	2022-01-09
BA11_522	1	2022.00493159423	2022-01-02
BA11_523	2	2022.03079281196	2022-01-12
BA11_524	1	2022.01473014787	2022-01-06
BA11_525	1	2022.04233710162	2022-01-16
BA11_526	3	2021.9684323893	2021-12-20
BA11_527	2	2022.01648100085	2022-01-07
BA11_528	1	2022.02379879201	2022-01-09
BA11_529	1	2021.99883511388	2021-12-31
BA11_530	3	2021.99415692835	2021-12-29
BA11_531	1	2021.95785909725	2021-12-16
BA11_532	1	2022.0154396234	2022-01-06
BA11_533	1	2022.00841606208	2022-01-04
BA11_534	1	2022.00726014428	2022-01-03
BA11_535	1	2022.03384930198	2022-01-13
BA11_536	1	2022.01942670685	2022-01-08
BA11_537	1	2022.0279363329	2022-01-11
BA11_538	8	2021.97333313413	2021-12-22
BA11_539	1	2022.06338100381	2022-01-24
BA11_540	1	2022.02115913726	2022-01-08
BA11_541	3	2021.97493412725	2021-12-22
BA11_542	1	2022.04015135494	2022-01-15
BA11_543	1	2022.06324347542	2022-01-24
BA11_544	1	2022.02280406004	2022-01-09
BA11_545	3	2021.9715776766	2021-12-21
BA11_546	1	2022.02393431238	2022-01-09
BA11_547	1	2022.02001917605	2022-01-08
BA11_548	4	2021.99267516836	2021-12-29
BA11_549	4	2021.98020749363	2021-12-24
BA11_550	3	2021.99416196131	2021-12-29
