tl	ntaxa	import_est	import_est_date
BA11_1620	1	2022.03401182188	2022-01-13
BA11_1621	1	2022.01985845105	2022-01-08
BA11_1622	1	2021.9946583584	2021-12-30
BA11_1623	1	2022.00952059481	2022-01-04
BA11_1624	1	2022.02595855601	2022-01-10
BA11_1625	1	2021.99314553699	2021-12-29
BA11_1626	1	2022.0530002494	2022-01-20
BA11_1627	1	2021.99315561648	2021-12-29
BA11_1628	1	2022.02240826558	2022-01-09
BA11_1629	1	2022.0075594479	2022-01-03
BA11_1630	2	2021.99271101867	2021-12-29
BA11_1631	1	2022.01650755693	2022-01-07
BA11_1632	1	2022.03569541417	2022-01-14
BA11_1633	2	2021.93340837149	2021-12-07
BA11_1634	1	2022.01910861185	2022-01-07
BA11_1635	1	2022.02465090918	2022-01-09
BA11_1636	3	2021.99770361828	2021-12-31
BA11_1637	1	2022.00626907161	2022-01-03
BA11_1638	4	2021.9548199853	2021-12-15
BA11_1639	1	2022.03481120231	2022-01-13
BA11_1640	1	2022.05033707333	2022-01-19
BA11_1641	19	2021.93756729706	2021-12-09
BA11_1642	2	2021.97802780692	2021-12-23
BA11_1643	1	2022.03129735225	2022-01-12
BA11_1644	1	2022.01454123719	2022-01-06
BA11_1645	2	2021.99652960252	2021-12-30
BA11_1646	2	2021.99534990524	2021-12-30
BA11_1647	1	2022.05408604191	2022-01-20
BA11_1648	4	2021.99389112749	2021-12-29
BA11_1649	3	2022.01154780582	2022-01-05
BA11_1650	3	2021.95424001282	2021-12-15
BA11_1651	11	2021.95712958144	2021-12-16
BA11_1652	1	2022.04087616994	2022-01-15
BA11_1653	1	2022.03703600707	2022-01-14
BA11_1654	6	2021.96200214824	2021-12-18
BA11_1655	2	2022.02020425106	2022-01-08
BA11_1656	15	2021.98375149222	2021-12-26
BA11_1657	1	2022.04851737474	2022-01-18
BA11_1658	1	2022.06753158182	2022-01-25
BA11_1659	1	2021.9969329399	2021-12-30
BA11_1660	1	2022.00231214195	2022-01-01
BA11_1661	1	2022.02861807077	2022-01-11
BA11_1662	2	2021.99971255756	2021-12-31
BA11_1663	1	2022.00466752463	2022-01-02
BA11_1664	2	2021.99401416198	2021-12-29
BA11_1665	14	2021.97802654758	2021-12-23
BA11_1666	4	2021.97794535531	2021-12-23
BA11_1667	1	2022.0096694897	2022-01-04
BA11_1668	5	2021.97758640451	2021-12-23
BA11_1669	2	2022.01459164894	2022-01-06
BA11_1670	1	2022.03806736591	2022-01-14
BA11_1671	25	2021.9493836124	2021-12-13
BA11_1672	1	2022.01572496325	2022-01-06
BA11_1673	15	2021.9452153845	2021-12-12
BA11_1674	6	2021.97639817618	2021-12-23
BA11_1675	1	2022.00014983832	2022-01-01
BA11_1676	1	2022.05004943897	2022-01-19
BA11_1677	368	2021.91615184865	2021-12-01
BA11_1678	16	2021.93676732641	2021-12-08
BA11_1679	1	2022.03194554835	2022-01-12
BA11_1680	1	2022.04241811426	2022-01-16
BA11_1681	4	2021.94952017338	2021-12-13
BA11_1682	1	2022.00184514946	2022-01-01
BA11_1683	5	2021.96743392376	2021-12-20
BA11_1684	1	2022.0213480825	2022-01-08
BA11_1685	1	2022.01487767613	2022-01-06
BA11_1686	3	2021.98783621028	2021-12-27
BA11_1687	4	2021.97499617405	2021-12-22
BA11_1688	2	2021.97283066015	2021-12-22
BA11_1689	3	2021.9800187451	2021-12-24
BA11_1690	2	2021.97751693183	2021-12-23
BA11_1691	5	2021.98828357054	2021-12-27
BA11_1692	4	2021.97519894396	2021-12-22
BA11_1693	1	2022.01846311223	2022-01-07
BA11_1694	1	2022.02333853807	2022-01-09
BA11_1695	1	2022.03719980246	2022-01-14
BA11_1696	1	2022.03206484801	2022-01-12
BA11_1697	3	2022.01619100156	2022-01-06
BA11_1698	1	2022.03367919366	2022-01-13
BA11_1699	3	2022.0221337254	2022-01-09
BA11_1700	1	2022.05166455727	2022-01-19
BA11_1701	1	2022.04053970517	2022-01-15
BA11_1702	5	2022.03807478886	2022-01-14
BA11_1703	15	2021.96516638648	2021-12-19
BA11_1704	5	2021.99268442029	2021-12-29
BA11_1705	1	2022.04276955091	2022-01-16
BA11_1706	16	2021.9665028094	2021-12-19
BA11_1707	15	2021.95575796607	2021-12-15
BA11_1708	1	2021.9817617967	2021-12-25
BA11_1709	1	2021.98024674528	2021-12-24
BA11_1710	9	2021.94713189112	2021-12-12
BA11_1712	1	2022.00933778658	2022-01-04
BA11_1713	1	2022.03391768381	2022-01-13
BA11_1714	1	2022.06896483357	2022-01-26
BA11_1715	1	2021.99942091765	2021-12-31
BA11_1716	1	2021.99342233051	2021-12-29
BA11_1717	4	2021.99845675068	2021-12-31
BA11_1718	1	2022.03236324561	2022-01-12
BA11_1719	2	2021.98939254266	2021-12-28
BA11_1720	1	2022.00353307511	2022-01-02
BA11_1721	1	2022.00685836042	2022-01-03
BA11_1722	1	2022.04540113783	2022-01-17
BA11_1723	2	2021.95850029215	2021-12-16
BA11_1724	3	2021.99418343801	2021-12-29
BA11_1725	2	2021.98494805639	2021-12-26
BA11_1726	4	2021.9972588223	2021-12-30
BA11_1727	1	2022.02661946936	2022-01-10
BA11_1728	1	2022.02796979011	2022-01-11
BA11_1729	2	2022.00744040209	2022-01-03
BA11_1730	1	2022.03934599712	2022-01-15
BA11_1731	4	2021.9778917575	2021-12-23
BA11_1732	1	2022.01851592514	2022-01-07
BA11_1733	1	2022.02153302042	2022-01-08
BA11_1734	1	2022.03044880002	2022-01-12
BA11_1735	1	2022.01277963155	2022-01-05
BA11_1736	2	2021.99487860943	2021-12-30
BA11_1737	1	2022.01276948836	2022-01-05
BA11_1738	2	2022.02020930251	2022-01-08
BA11_1739	2	2022.00269940727	2022-01-01
BA11_1740	1	2022.02642252018	2022-01-10
BA11_1741	2	2022.05328871471	2022-01-20
BA11_1742	1	2021.97362514862	2021-12-22
BA11_1743	1	2022.00232846399	2022-01-01
BA11_1744	1	2022.02344995711	2022-01-09
BA11_1745	2	2021.98625979523	2021-12-26
BA11_1746	2	2021.98848925172	2021-12-27
BA11_1747	1	2022.01669733993	2022-01-07
BA11_1748	1	2022.02032013465	2022-01-08
BA11_1751	3	2021.93430476121	2021-12-08
BA11_1752	1	2022.03034943394	2022-01-12
BA11_1753	2	2022.02149804128	2022-01-08
BA11_1754	1	2022.02452728997	2022-01-09
BA11_1755	1	2021.99927752734	2021-12-31
BA11_1756	1	2022.01728210055	2022-01-07
BA11_1757	1	2022.0173364743	2022-01-07
BA11_1758	1	2022.01985954395	2022-01-08
BA11_1759	1	2022.02391597779	2022-01-09
BA11_1760	1	2022.02473307343	2022-01-10
BA11_1761	4	2021.94636872766	2021-12-12
BA11_1762	33	2021.93566245168	2021-12-08
BA11_1763	6	2021.96661757198	2021-12-19
BA11_1764	1	2022.03145975889	2022-01-12
BA11_1765	1	2022.03326451474	2022-01-13
BA11_1766	1	2022.02911294635	2022-01-11
BA11_1767	1	2022.03907248992	2022-01-15
BA11_1768	1	2022.03585233073	2022-01-14
BA11_1769	1	2022.02517851709	2022-01-10
BA11_1770	1	2022.05994848639	2022-01-22
BA11_1771	1	2022.01664232333	2022-01-07
BA11_1772	1	2022.02914053972	2022-01-11
BA11_1773	10	2021.94932875432	2021-12-13
BA11_1774	1	2022.05684615644	2022-01-21
BA11_1776	1	2022.07738617246	2022-01-29
BA11_1777	2	2021.99258499285	2021-12-29
BA11_1778	1	2022.0503513104	2022-01-19
BA11_1779	1	2022.00262571606	2022-01-01
BA11_1780	2	2022.01882518565	2022-01-07
BA11_1781	1	2022.00918093517	2022-01-04
BA11_1782	1	2022.01698865929	2022-01-07
BA11_1783	1	2022.02744481739	2022-01-11
BA11_1784	4	2021.99247004765	2021-12-29
BA11_1785	1	2022.02622479075	2022-01-10
BA11_1786	5	2021.97761070097	2021-12-23
BA11_1787	1	2022.02928939157	2022-01-11
BA11_1788	1	2022.01084272112	2022-01-04
BA11_1789	2	2022.0235096882	2022-01-09
BA11_1790	6	2021.99020660994	2021-12-28
BA11_1791	5	2021.98785104495	2021-12-27
BA11_1792	1	2022.01832039453	2022-01-07
BA11_1793	3	2022.00664702432	2022-01-03
BA11_1794	2	2022.04573617213	2022-01-17
BA11_1795	1	2022.02048408079	2022-01-08
BA11_1796	15	2021.95012967515	2021-12-13
BA11_1797	19	2021.95207718348	2021-12-14
BA11_1798	1	2022.03217235228	2022-01-12
BA11_1799	8	2021.94880286141	2021-12-13
BA11_1800	11	2021.95037722782	2021-12-13
BA11_1801	2	2021.98121502445	2021-12-25
BA11_1802	1	2022.05988010601	2022-01-22
BA11_1803	1	2022.01232126444	2022-01-05
BA11_1804	1	2022.05464928398	2022-01-20
BA11_1805	1	2022.01393947536	2022-01-06
BA11_1806	2	2022.01552725768	2022-01-06
BA11_1807	4	2021.98633005836	2021-12-27
BA11_1808	1	2022.02271537685	2022-01-09
BA11_1809	1	2022.06008525835	2022-01-22
BA11_1810	1	2022.07162156498	2022-01-27
BA11_1811	1	2022.03482933603	2022-01-13
BA11_1812	3	2022.02106780727	2022-01-08
BA11_1813	4	2021.99250993033	2021-12-29
BA11_1814	1	2022.0113121215	2022-01-05
BA11_1815	2	2022.0042553775	2022-01-02
BA11_1816	1	2022.01585567946	2022-01-06
BA11_1817	2	2021.97757023142	2021-12-23
BA11_1818	2	2022.0020955498	2022-01-01
BA11_1819	1	2021.99905466952	2021-12-31
BA11_1820	2	2022.00407287641	2022-01-02
BA11_1821	1	2022.02202939423	2022-01-09
BA11_1822	1	2022.04270065704	2022-01-16
BA11_1823	20	2021.9806630899	2021-12-24
BA11_1824	1	2022.06325623604	2022-01-24
BA11_1825	2	2022.02717284483	2022-01-10
BA11_1826	1	2022.03124328522	2022-01-12
BA11_1827	2	2021.98694288947	2021-12-27
BA11_1828	1	2022.00552658197	2022-01-03
BA11_1829	2	2022.01045506784	2022-01-04
BA11_1830	2	2021.97995300374	2021-12-24
BA11_1831	4	2022.00907995172	2022-01-04
BA11_1832	3	2022.03826492737	2022-01-14
BA11_1833	1	2022.05288169658	2022-01-20
BA11_1834	8	2021.97381349575	2021-12-22
BA11_1835	23	2021.95215630241	2021-12-14
BA11_1836	1	2021.93027507868	2021-12-06
BA11_1837	1	2022.02553155954	2022-01-10
BA11_1838	1	2021.98578480335	2021-12-26
BA11_1839	1	2021.99764261429	2021-12-31
BA11_1840	17	2021.94827990746	2021-12-13
BA11_1841	3	2021.97424872865	2021-12-22
BA11_1842	23	2021.92060311282	2021-12-03
BA11_1844	1	2022.03860312972	2022-01-15
BA11_1845	1	2021.97707888202	2021-12-23
BA11_1846	1	2022.04618894725	2022-01-17
BA11_1847	5	2021.95407947276	2021-12-15
BA11_1848	25	2021.93438572103	2021-12-08
BA11_1849	1	2022.01137896732	2022-01-05
BA11_1850	2	2021.98173072944	2021-12-25
BA11_1851	1	2022.00146119445	2022-01-01
BA11_1852	1	2022.0415134976	2022-01-16
BA11_1853	2	2021.99738732766	2021-12-31
BA11_1854	1	2022.03400860997	2022-01-13
BA11_1855	1	2022.04785081748	2022-01-18
BA11_1856	1	2021.99523561121	2021-12-30
BA11_1857	1	2022.00873360777	2022-01-04
BA11_1858	2	2021.99951681821	2021-12-31
BA11_1859	2	2022.00195909187	2022-01-01
BA11_1860	1	2022.00250636738	2022-01-01
BA11_1861	1	2022.03153034648	2022-01-12
BA11_1862	3	2021.9395620926	2021-12-09
BA11_1863	1	2022.03315476423	2022-01-13
BA11_1864	1	2022.04621232819	2022-01-17
BA11_1865	1	2022.01373923351	2022-01-06
BA11_1866	3	2022.02256412489	2022-01-09
BA11_1867	4	2022.00770557501	2022-01-03
BA11_1868	2	2022.03361635066	2022-01-13
BA11_1869	2	2022.00852214629	2022-01-04
BA11_1870	2	2022.02132459863	2022-01-08
BA11_1871	4	2022.02593669242	2022-01-10
BA11_1872	1	2022.07081290596	2022-01-26
BA11_1873	1	2022.00974327784	2022-01-04
BA11_1874	1	2022.01414038275	2022-01-06
BA11_1875	1	2022.03827022109	2022-01-14
BA11_1876	1	2022.00091786821	2022-01-01
BA11_1877	2	2022.00873240216	2022-01-04
BA11_1878	1	2022.03512944834	2022-01-13
BA11_1879	1	2022.06379654481	2022-01-24
BA11_1880	7	2021.98787576321	2021-12-27
BA11_1881	1	2022.01746482735	2022-01-07
BA11_1882	1	2021.9974557286	2021-12-31
BA11_1883	1	2022.00323943603	2022-01-02
BA11_1884	1	2022.00177802811	2022-01-01
BA11_1885	1	2022.0382209665	2022-01-14
BA11_1886	1	2022.03706231666	2022-01-14
BA11_1887	1	2021.99122032979	2021-12-28
BA11_1888	7	2021.97580794115	2021-12-23
BA11_1889	1	2022.002679476	2022-01-01
BA11_1890	1	2022.01913402255	2022-01-07
BA11_1891	1	2022.0391153968	2022-01-15
BA11_1892	1	2022.06414677844	2022-01-24
BA11_1893	130	2021.92329590744	2021-12-04
BA11_1894	1	2021.98855883278	2021-12-27
BA11_1895	1	2022.04092224738	2022-01-15
BA11_1896	5	2021.97715405728	2021-12-23
BA11_1897	1	2022.02210831478	2022-01-09
BA11_1898	1	2022.0314089116	2022-01-12
BA11_1899	1	2022.0231359315	2022-01-09
BA11_1900	1	2022.01398258606	2022-01-06
BA11_1901	1	2022.04542801679	2022-01-17
BA11_1902	3	2021.98450644619	2021-12-26
BA11_1903	2	2022.00287355463	2022-01-02
BA11_1904	1	2022.03548594159	2022-01-13
BA11_1905	1	2022.04060093368	2022-01-15
BA11_1906	1	2022.03359741857	2022-01-13
BA11_1907	1	2022.00861249092	2022-01-04
BA11_1908	1	2022.04477857671	2022-01-17
BA11_1910	1	2022.00968597519	2022-01-04
BA11_1911	1	2022.03538318045	2022-01-13
BA11_1912	1	2022.01340406183	2022-01-05
BA11_1913	2	2021.99523571785	2021-12-30
BA11_1914	3	2022.00314911924	2022-01-02
BA11_1915	1	2022.04084670021	2022-01-15
BA11_1916	1	2021.98781421667	2021-12-27
BA11_1917	1	2022.00372561238	2022-01-02
BA11_1918	1	2021.99415066186	2021-12-29
BA11_1919	1	2022.02717233129	2022-01-10
BA11_1920	2	2021.95782659665	2021-12-16
BA11_1921	1	2021.95052834392	2021-12-13
BA11_1922	1	2022.05088733	2022-01-19
BA11_1923	1	2022.00964739935	2022-01-04
BA11_1924	1	2022.04298081639	2022-01-16
BA11_1925	7	2021.97870597259	2021-12-24
BA11_1926	1	2022.03572427771	2022-01-14
BA11_1927	3	2021.97289896745	2021-12-22
BA11_1928	1	2021.99218611926	2021-12-29
BA11_1929	1	2022.01479103917	2022-01-06
BA11_1930	1	2022.00662090944	2022-01-03
BA11_1931	1	2022.05325050771	2022-01-20
BA11_1932	1	2022.03382788297	2022-01-13
BA11_1933	1	2022.02691013972	2022-01-10
BA11_1934	1	2022.02572565865	2022-01-10
BA11_1935	1	2022.03004289222	2022-01-11
BA11_1936	1	2022.00612893766	2022-01-03
BA11_1937	1	2022.02478100855	2022-01-10
BA11_1938	1	2022.04644224789	2022-01-17
BA11_1939	1	2022.06263289252	2022-01-23
BA11_1940	2	2022.02395386388	2022-01-09
BA11_1942	1	2022.05906746227	2022-01-22
BA11_1943	1	2022.02096457472	2022-01-08
BA11_1944	1	2022.02795469005	2022-01-11
BA11_1945	1	2022.01841509962	2022-01-07
BA11_1946	2	2022.01871997104	2022-01-07
BA11_1947	1	2022.04081621989	2022-01-15
BA11_1948	1	2022.01407880927	2022-01-06
BA11_1949	3	2022.05379626361	2022-01-20
BA11_1950	1	2022.02689437314	2022-01-10
BA11_1951	1	2021.99801133827	2021-12-31
BA11_1952	6	2021.95674800199	2021-12-16
BA11_1953	1	2022.04567678763	2022-01-17
BA11_1954	1	2022.02173022456	2022-01-08
BA11_1955	1	2022.00514219092	2022-01-02
BA11_1956	1	2022.02177530856	2022-01-08
BA11_1957	1	2022.04417583205	2022-01-17
BA11_1958	1	2022.03606587715	2022-01-14
BA11_1959	1	2022.03428412853	2022-01-13
BA11_1960	1	2021.99989959585	2021-12-31
BA11_1961	1	2021.98639140891	2021-12-27
BA11_1962	1	2022.02556908636	2022-01-10
BA11_1963	1	2022.00741729103	2022-01-03
BA11_1964	1	2022.02379468586	2022-01-09
BA11_1965	1	2022.0170002615	2022-01-07
BA11_1966	1	2022.02240586953	2022-01-09
BA11_1967	1	2022.04443696205	2022-01-17
BA11_1968	1	2022.04793277084	2022-01-18
BA11_1969	1	2022.02238650867	2022-01-09
BA11_1970	1	2022.02334517225	2022-01-09
BA11_1971	1	2022.01269805438	2022-01-05
BA11_1972	2	2022.01476780949	2022-01-06
BA11_1973	1	2021.98634512625	2021-12-27
BA11_1974	2	2022.01579145414	2022-01-06
BA11_1975	1	2022.02074780395	2022-01-08
BA11_1976	1	2021.98558371344	2021-12-26
BA11_1977	2	2022.02339753235	2022-01-09
BA11_1978	1	2022.01836817266	2022-01-07
BA11_1979	1	2022.04085801755	2022-01-15
BA11_1980	3	2021.9974617664	2021-12-31
BA11_1981	2	2022.00603227357	2022-01-03
BA11_1982	1	2022.0274113844	2022-01-11
BA11_1983	2	2022.02063290068	2022-01-08
BA11_1984	1	2022.02036785172	2022-01-08
BA11_1985	1	2022.01094948166	2022-01-04
BA11_1986	1	2022.00311509657	2022-01-02
BA11_1987	1	2022.00971463548	2022-01-04
BA11_1988	2	2022.03635861829	2022-01-14
BA11_1989	1	2022.01613064636	2022-01-06
BA11_1990	1	2022.02711861521	2022-01-10
BA11_1991	1	2022.03901789258	2022-01-15
BA11_1992	37	2021.93495668049	2021-12-08
BA11_1993	6	2021.96939667014	2021-12-20
BA11_1994	4	2021.98353485127	2021-12-25
BA11_1995	1	2022.03164570849	2022-01-12
BA11_1996	1	2022.07017349078	2022-01-26
BA11_1997	7	2021.96060024828	2021-12-17
BA11_1998	1	2022.03067472599	2022-01-12
BA11_1999	2	2021.93407996135	2021-12-07
BA11_2000	68	2021.92077372452	2021-12-03
BA11_2001	1	2021.92582019328	2021-12-04
BA11_2002	64	2021.92345055293	2021-12-04
BA11_2003	1	2022.02550436098	2022-01-10
BA11_2004	1	2021.98160903835	2021-12-25
BA11_2005	1	2022.01422571589	2022-01-06
BA11_2006	1	2022.02790010718	2022-01-11
BA11_2007	1	2022.02286940108	2022-01-09
BA11_2008	1	2022.02833991184	2022-01-11
BA11_2009	4	2021.98032365515	2021-12-24
BA11_2010	1	2021.99488749468	2021-12-30
BA11_2011	1	2022.04304752806	2022-01-16
BA11_2012	1	2021.99852028978	2021-12-31
BA11_2013	1	2022.04541163623	2022-01-17
BA11_2014	1	2022.06084253179	2022-01-23
BA11_2015	5	2022.01298033483	2022-01-05
BA11_2016	1	2022.07373810343	2022-01-27
BA11_2017	1	2022.02304917375	2022-01-09
BA11_2018	1	2022.02059890215	2022-01-08
BA11_2019	1	2022.0435216646	2022-01-16
BA11_2020	1	2022.05472166398	2022-01-20
BA11_2021	2	2022.0110532755	2022-01-05
BA11_2022	1	2022.06123650065	2022-01-23
BA11_2023	1	2022.05768511397	2022-01-22
BA11_2024	1	2022.01026287105	2022-01-04
BA11_2025	1	2022.02474399922	2022-01-10
BA11_2026	1	2022.01555767764	2022-01-06
BA11_2027	1	2022.04667222093	2022-01-18
BA11_2028	1	2022.03101256158	2022-01-12
BA11_2029	2	2021.94973908123	2021-12-13
BA11_2030	1	2021.9777834448	2021-12-23
BA11_2031	1	2022.00952581859	2022-01-04
BA11_2032	1	2021.97507452766	2021-12-22
BA11_2033	2	2022.01060468361	2022-01-04
BA11_2034	1	2022.02225946009	2022-01-09
BA11_2035	1	2021.99805272886	2021-12-31
BA11_2036	2	2022.02044258132	2022-01-08
BA11_2037	1	2022.03484118682	2022-01-13
BA11_2038	1	2022.06183424876	2022-01-23
BA11_2039	1	2022.04507048038	2022-01-17
BA11_2040	1	2022.00108306006	2022-01-01
BA11_2041	1	2022.06937021239	2022-01-26
BA11_2042	1	2022.03189025456	2022-01-12
BA11_2043	2	2021.96926379586	2021-12-20
BA11_2044	1	2022.05777783768	2022-01-22
BA11_2045	1	2021.99912829533	2021-12-31
BA11_2046	3	2021.98415097944	2021-12-26
BA11_2047	1	2021.98095059518	2021-12-25
BA11_2048	2	2021.99842476047	2021-12-31
BA11_2049	2	2021.97995237909	2021-12-24
BA11_2050	125	2021.91255138847	2021-11-30
BA11_2051	1	2022.06446014546	2022-01-24
BA11_2052	2	2022.03501961666	2022-01-13
BA11_2053	1	2022.06212180321	2022-01-23
BA11_2054	2	2022.01453768226	2022-01-06
BA11_2055	3	2022.02454889549	2022-01-09
BA11_2056	1	2022.06050300191	2022-01-23
BA11_2057	1	2022.06945719627	2022-01-26
BA11_2058	1	2022.01766284521	2022-01-07
BA11_2059	1	2022.00214755647	2022-01-01
BA11_2060	70	2021.92633732785	2021-12-05
BA11_2061	1	2022.02274566031	2022-01-09
BA11_2062	1	2021.98955393409	2021-12-28
BA11_2063	2	2022.04961264087	2022-01-19
BA11_2064	1	2022.01130627918	2022-01-05
BA11_2065	12	2021.98220599754	2021-12-25
BA11_2066	1	2022.00535135361	2022-01-02
BA11_2067	1	2022.02531292628	2022-01-10
BA11_2068	1	2022.05240361994	2022-01-20
BA11_2069	1	2022.02211804188	2022-01-09
BA11_2070	6	2021.99962064448	2021-12-31
BA11_2071	1	2022.02010554545	2022-01-08
BA11_2072	3	2021.97989032917	2021-12-24
BA11_2073	1	2021.96190534829	2021-12-18
BA11_2074	3	2021.98220724899	2021-12-25
BA11_2075	26	2021.93479229819	2021-12-08
BA11_2076	159	2021.91329401692	2021-11-30
BA11_2077	1	2021.96784472809	2021-12-20
BA11_2079	88	2021.9305671419	2021-12-06
BA11_2080	1	2022.02112243996	2022-01-08
BA11_2081	20	2021.94072794242	2021-12-10
BA11_2082	1	2022.01643097939	2022-01-06
BA11_2083	1	2022.07401449562	2022-01-28
BA11_2084	2	2022.03390613934	2022-01-13
BA11_2085	1	2022.01947732892	2022-01-08
BA11_2086	1	2022.05877015368	2022-01-22
BA11_2087	3	2021.98109953901	2021-12-25
BA11_2088	1	2022.00529060775	2022-01-02
BA11_2089	2	2021.96644377295	2021-12-19
BA11_2090	1	2022.02938383358	2022-01-11
BA11_2091	1	2022.03053809692	2022-01-12
BA11_2092	3	2022.01228014541	2022-01-05
BA11_2093	6	2021.91400107302	2021-11-30
BA11_2094	2	2021.9729247812	2021-12-22
BA11_2095	1	2022.05340946069	2022-01-20
BA11_2096	31	2021.92420346316	2021-12-04
BA11_2097	1	2022.03766454475	2022-01-14
BA11_2098	12	2021.96406996782	2021-12-18
BA11_2099	1	2022.04930534498	2022-01-18
BA11_2100	1	2022.03153836283	2022-01-12
BA11_2101	1	2022.03590893838	2022-01-14
BA11_2102	11	2021.98918622842	2021-12-28
BA11_2103	1	2022.01562427489	2022-01-06
BA11_2104	3	2021.94203833979	2021-12-10
BA11_2105	1	2022.00953560796	2022-01-04
BA11_2106	1	2022.00533112771	2022-01-02
BA11_2107	1	2021.98752324938	2021-12-27
BA11_2108	1	2022.01226193853	2022-01-05
BA11_2109	3	2021.97799039722	2021-12-23
BA11_2110	1	2022.04024226007	2022-01-15
BA11_2111	3	2021.98223044416	2021-12-25
BA11_2112	27	2021.93376422154	2021-12-07
BA11_2113	2	2021.97872682588	2021-12-24
BA11_2114	1	2022.02710083817	2022-01-10
BA11_2115	1	2022.01183650845	2022-01-05
BA11_2116	1	2022.0326012598	2022-01-12
BA11_2117	1	2022.01160349037	2022-01-05
BA11_2118	1	2022.03805950078	2022-01-14
BA11_2119	1	2022.02430346943	2022-01-09
BA11_2120	1	2022.0562200303	2022-01-21
BA11_2121	1	2022.04022126635	2022-01-15
BA11_2122	1	2022.00318829297	2022-01-02
BA11_2123	1	2022.01247482703	2022-01-05
BA11_2124	5	2021.98406236978	2021-12-26
BA11_2125	1	2022.02318266122	2022-01-09
BA11_2126	1	2022.03298928088	2022-01-13
BA11_2128	1	2022.02046608996	2022-01-08
BA11_2129	8	2021.96404283672	2021-12-18
BA11_2130	1	2022.06268155839	2022-01-23
BA11_2131	1	2022.05652657021	2022-01-21
BA11_2133	2	2021.98876302892	2021-12-27
BA11_2134	1	2022.02872288439	2022-01-11
BA11_2135	9	2021.97547431275	2021-12-23
BA11_2136	2	2021.9692860284	2021-12-20
BA11_2137	1	2022.05596884032	2022-01-21
BA11_2138	1	2022.01215842232	2022-01-05
BA11_2139	1	2022.05457594576	2022-01-20
BA11_2140	1	2022.01718033163	2022-01-07
BA11_2141	16	2021.97565131197	2021-12-23
BA11_2142	1	2022.03404243959	2022-01-13
BA11_2143	1	2022.03094365779	2022-01-12
BA11_2144	1	2022.03120880756	2022-01-12
BA11_2145	2	2022.02606605398	2022-01-10
BA11_2146	1	2022.04073353827	2022-01-15
BA11_2147	1	2022.026411969	2022-01-10
BA11_2148	1	2022.0284639007	2022-01-11
BA11_2149	24	2021.95480422574	2021-12-15
BA11_2150	1	2022.05972926275	2022-01-22
BA11_2151	1	2022.05751318375	2022-01-21
BA11_2152	1	2022.04009534829	2022-01-15
BA11_2153	6	2021.98142433849	2021-12-25
BA11_2154	1	2022.03262056606	2022-01-12
BA11_2155	2	2021.97827435302	2021-12-24
BA11_2156	1	2021.99451748915	2021-12-29
BA11_2157	1	2021.98699050634	2021-12-27
BA11_2158	1	2021.97371947205	2021-12-22
BA11_2159	1	2022.02522905268	2022-01-10
BA11_2160	8	2021.94189297206	2021-12-10
BA11_2161	43	2021.93644221321	2021-12-08
BA11_2162	5	2021.97736940308	2021-12-23
BA11_2163	11	2021.97588591188	2021-12-23
BA11_2164	2	2021.98578693791	2021-12-26
BA11_2165	1	2022.03101347426	2022-01-12
BA11_2166	1	2022.00457664553	2022-01-02
BA11_2167	2	2021.98029532637	2021-12-24
BA11_2168	2	2022.00511439029	2022-01-02
BA11_2169	1	2022.04110253276	2022-01-16
BA11_2170	1	2022.04113108683	2022-01-16
BA11_2171	3	2021.99121116415	2021-12-28
BA11_2172	2	2022.02148718951	2022-01-08
BA11_2173	1	2022.05637530633	2022-01-21
BA11_2174	1	2022.05082284204	2022-01-19
BA11_2175	1	2022.06070818558	2022-01-23
BA11_2176	1	2022.05244018028	2022-01-20
BA11_2177	1	2022.00655149166	2022-01-03
BA11_2178	1	2022.00320214503	2022-01-02
BA11_2179	3	2021.9813341739	2021-12-25
BA11_2180	1	2022.03420828636	2022-01-13
BA11_2181	1	2022.01901630708	2022-01-07
BA11_2182	1	2022.03651259938	2022-01-14
BA11_2183	1	2022.05714856582	2022-01-21
BA11_2184	2	2021.99229930555	2021-12-29
BA11_2185	1	2022.05122866372	2022-01-19
BA11_2188	4	2021.98076084227	2021-12-24
BA11_2189	3	2022.02657152204	2022-01-10
BA11_2190	1	2022.00895377932	2022-01-04
BA11_2191	1	2022.01425890068	2022-01-06
BA11_2192	1	2022.04845287903	2022-01-18
BA11_2193	32	2021.96099931541	2021-12-17
BA11_2194	1	2022.06044091729	2022-01-23
BA11_2195	1	2022.0145193688	2022-01-06
BA11_2196	6	2022.00885014368	2022-01-04
BA11_2197	1	2021.98199866485	2021-12-25
BA11_2198	1	2022.03331365476	2022-01-13
BA11_2199	1	2022.03997882267	2022-01-15
BA11_2200	5	2021.98635749968	2021-12-27
BA11_2201	1	2022.00833504129	2022-01-04
BA11_2202	2	2022.03784393729	2022-01-14
BA11_2203	3	2022.01206338958	2022-01-05
BA11_2204	1	2022.01105364719	2022-01-05
BA11_2205	1	2022.01673557082	2022-01-07
BA11_2206	2	2022.04354842796	2022-01-16
BA11_2207	1	2022.01405495698	2022-01-06
BA11_2208	7	2021.98638516863	2021-12-27
BA11_2209	1	2021.96244248788	2021-12-18
BA11_2210	6	2021.99407528006	2021-12-29
BA11_2211	4	2021.99101527266	2021-12-28
BA11_2212	1	2022.00969871453	2022-01-04
BA11_2213	2	2022.01188078684	2022-01-05
